id,parent_id,elapsed_ns,span_name,file_name,call_depth,metadata
110339840138018818,110339840138018817,119841,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"59"; "sample_time":"1"}
76562018299019266,76562018299019265,113151,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"14"; "sample_time":"1"}
114844264399110146,114844264399110145,123521,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"51"; "sample_time":"1"}
76562018299019265,121597189939003394,126801,find_channel_events,trace-to-events/src/processing.rs,3,{}
114844264399110145,121597189939003394,133821,find_channel_events,trace-to-events/src/processing.rs,3,{}
110339840138018817,121597189939003394,143281,find_channel_events,trace-to-events/src/processing.rs,3,{}
121597189939003394,121597189939003393,139101,process,trace-to-events/src/processing.rs,2,{}
36029896530591746,36029896530591745,132281,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"6"; "sample_time":"1"}
67557292945440770,67557292945440769,133631,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"52"; "sample_time":"1"}
121597189939003394,121597189939003393,142421,process,trace-to-events/src/processing.rs,2,{}
121597189939003394,121597189939003393,144691,process,trace-to-events/src/processing.rs,2,{}
67557292945440769,121597189939003394,143111,find_channel_events,trace-to-events/src/processing.rs,3,{}
121597189939003394,121597189939003393,151781,process,trace-to-events/src/processing.rs,2,{}
36029896530591745,121597189939003394,142451,find_channel_events,trace-to-events/src/processing.rs,3,{}
121597189939003394,121597189939003393,156451,process,trace-to-events/src/processing.rs,2,{}
121597189939003394,121597189939003393,262352,process,trace-to-events/src/processing.rs,2,{}
121597189939003393,0,412773,Trace Source Message,trace-to-events/src/main.rs,1,{}
117096064212795394,117096064212795393,93950,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"45"; "sample_time":"1"}
117096064212795393,123848989752688642,113841,find_channel_events,trace-to-events/src/processing.rs,3,{}
123848989752688642,123848989752688641,42110,process,trace-to-events/src/processing.rs,2,{}
78813818112704514,78813818112704513,98102,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"48"; "sample_time":"1"}
